obsnme,obsval,weight,obgnme,extra,standard_deviation
wq6_t_150,13.7428,1.923076923076923,temp_6,,0.52
wq6_t_151,13.751,1.923076923076923,temp_6,,0.52
wq6_t_152,12.5709,1.923076923076923,temp_6,,0.52
wq6_t_153,7.3837,1.923076923076923,temp_6,,0.52
wq6_t_154,5.4982,1.923076923076923,temp_6,,0.52
wq7_t_1,8.0219,1.923076923076923,temp_7,,0.52
wq7_t_2,7.7588,1.923076923076923,temp_7,,0.52
wq7_t_3,8.4274,1.923076923076923,temp_7,,0.52
wq7_t_4,8.15,1.923076923076923,temp_7,,0.52
wq7_t_5,8.9566,1.923076923076923,temp_7,,0.52
wq7_t_6,9.3382,1.923076923076923,temp_7,,0.52
wq7_t_7,9.5404,1.923076923076923,temp_7,,0.52
wq7_t_8,9.6684,1.923076923076923,temp_7,,0.52
wq7_t_9,9.7753,1.923076923076923,temp_7,,0.52
wq7_t_10,9.9595,1.923076923076923,temp_7,,0.52
wq7_t_11,10.8,1.923076923076923,temp_7,,0.52
wq7_t_12,11.5,1.923076923076923,temp_7,,0.52
wq7_t_13,7.0986,1.923076923076923,temp_7,,0.52
wq7_t_14,7.32,1.923076923076923,temp_7,,0.52
wq7_t_15,8.1743,1.923076923076923,temp_7,,0.52
wq7_t_16,8.5465,1.923076923076923,temp_7,,0.52
wq7_t_17,8.8057,1.923076923076923,temp_7,,0.52
wq7_t_18,9.1608,1.923076923076923,temp_7,,0.52
wq7_t_19,9.3337,1.923076923076923,temp_7,,0.52
wq7_t_20,9.5116,1.923076923076923,temp_7,,0.52
wq7_t_21,9.8641,1.923076923076923,temp_7,,0.52
wq7_t_22,9.9852,1.923076923076923,temp_7,,0.52
wq7_t_23,10.0311,1.923076923076923,temp_7,,0.52
wq7_t_24,10.1465,1.923076923076923,temp_7,,0.52
wq7_t_25,10.2681,1.923076923076923,temp_7,,0.52
wq7_t_26,10.4097,1.923076923076923,temp_7,,0.52
wq7_t_27,10.5143,1.923076923076923,temp_7,,0.52
wq7_t_28,10.6472,1.923076923076923,temp_7,,0.52
wq7_t_29,10.7697,1.923076923076923,temp_7,,0.52
wq7_t_30,10.8612,1.923076923076923,temp_7,,0.52
wq7_t_31,10.9397,1.923076923076923,temp_7,,0.52
wq7_t_32,11.0537,1.923076923076923,temp_7,,0.52
wq7_t_33,11.1322,1.923076923076923,temp_7,,0.52
wq7_t_34,11.2508,1.923076923076923,temp_7,,0.52
wq7_t_35,11.441,1.923076923076923,temp_7,,0.52
wq7_t_36,11.4985,1.923076923076923,temp_7,,0.52
wq7_t_37,11.7081,1.923076923076923,temp_7,,0.52
wq7_t_38,11.8101,1.923076923076923,temp_7,,0.52
wq7_t_39,11.8389,1.923076923076923,temp_7,,0.52
wq7_t_40,11.8404,1.923076923076923,temp_7,,0.52
wq7_t_41,11.7527,1.923076923076923,temp_7,,0.52
wq7_t_42,11.8129,1.923076923076923,temp_7,,0.52
wq7_t_43,12.1,1.923076923076923,temp_7,,0.52
wq7_t_44,12.0246,1.923076923076923,temp_7,,0.52
wq7_t_45,11.9949,1.923076923076923,temp_7,,0.52
wq7_t_46,11.9617,1.923076923076923,temp_7,,0.52
wq7_t_47,11.9176,1.923076923076923,temp_7,,0.52
wq7_t_48,11.907,1.923076923076923,temp_7,,0.52
wq7_t_49,11.9807,1.923076923076923,temp_7,,0.52
wq7_t_50,12.4849,1.923076923076923,temp_7,,0.52
wq7_t_51,12.273,1.923076923076923,temp_7,,0.52
wq7_t_52,12.255,1.923076923076923,temp_7,,0.52
wq7_t_53,13.8652,1.923076923076923,temp_7,,0.52
wq7_t_54,14.8175,1.923076923076923,temp_7,,0.52
wq7_t_55,14.8888,1.923076923076923,temp_7,,0.52
wq7_t_56,14.7027,1.923076923076923,temp_7,,0.52
wq7_t_57,14.5311,1.923076923076923,temp_7,,0.52
wq7_t_58,14.6983,1.923076923076923,temp_7,,0.52
wq7_t_59,14.7128,1.923076923076923,temp_7,,0.52
wq7_t_60,15.1936,1.923076923076923,temp_7,,0.52
wq7_t_61,14.8,1.923076923076923,temp_7,,0.52
wq7_t_62,14.0459,1.923076923076923,temp_7,,0.52
wq7_t_63,11.989,1.923076923076923,temp_7,,0.52
wq7_t_64,11.6367,1.923076923076923,temp_7,,0.52
wq7_t_65,11.7405,1.923076923076923,temp_7,,0.52
wq7_t_66,7.9956,1.923076923076923,temp_7,,0.52
wq7_t_67,4.2591,1.923076923076923,temp_7,,0.52
wq7_t_68,9.1,1.923076923076923,temp_7,,0.52
wq7_t_69,9.0129,1.923076923076923,temp_7,,0.52
wq7_t_70,9.5789,1.923076923076923,temp_7,,0.52
wq7_t_71,9.8829,1.923076923076923,temp_7,,0.52
wq7_t_72,10.1371,1.923076923076923,temp_7,,0.52
wq7_t_73,10.3743,1.923076923076923,temp_7,,0.52
wq7_t_74,10.3254,1.923076923076923,temp_7,,0.52
wq7_t_75,10.35,1.923076923076923,temp_7,,0.52
wq7_t_76,10.3049,1.923076923076923,temp_7,,0.52
wq7_t_77,10.3256,1.923076923076923,temp_7,,0.52
wq7_t_78,10.3754,1.923076923076923,temp_7,,0.52
wq7_t_79,10.2877,1.923076923076923,temp_7,,0.52
wq7_t_80,10.999,1.923076923076923,temp_7,,0.52
wq7_t_81,11.1791,1.923076923076923,temp_7,,0.52
wq7_t_82,11.1514,1.923076923076923,temp_7,,0.52
wq7_t_83,11.1224,1.923076923076923,temp_7,,0.52
wq7_t_84,11.0904,1.923076923076923,temp_7,,0.52
wq7_t_85,11.075,1.923076923076923,temp_7,,0.52
wq7_t_86,11.4877,1.923076923076923,temp_7,,0.52
wq7_t_87,11.6891,1.923076923076923,temp_7,,0.52
wq7_t_88,11.8146,1.923076923076923,temp_7,,0.52
wq7_t_89,11.8475,1.923076923076923,temp_7,,0.52
wq7_t_90,12.0029,1.923076923076923,temp_7,,0.52
wq7_t_91,11.9472,1.923076923076923,temp_7,,0.52
wq7_t_92,11.8635,1.923076923076923,temp_7,,0.52
wq7_t_93,11.9251,1.923076923076923,temp_7,,0.52
wq7_t_94,12.317,1.923076923076923,temp_7,,0.52
wq7_t_95,12.5748,1.923076923076923,temp_7,,0.52
wq7_t_96,12.7966,1.923076923076923,temp_7,,0.52
wq7_t_97,12.9587,1.923076923076923,temp_7,,0.52
wq7_t_98,13.0031,1.923076923076923,temp_7,,0.52
wq7_t_99,13.199,1.923076923076923,temp_7,,0.52
wq7_t_100,13.6009,1.923076923076923,temp_7,,0.52
wq7_t_101,13.6276,1.923076923076923,temp_7,,0.52
wq7_t_102,13.7013,1.923076923076923,temp_7,,0.52
wq7_t_103,13.7389,1.923076923076923,temp_7,,0.52
wq7_t_104,13.7573,1.923076923076923,temp_7,,0.52
wq7_t_105,12.5693,1.923076923076923,temp_7,,0.52
wq7_t_106,7.3785,1.923076923076923,temp_7,,0.52
wq7_t_107,5.4947,1.923076923076923,temp_7,,0.52
wq8_t_1,8.0107,1.923076923076923,temp_8,,0.52
wq8_t_2,6.6,1.923076923076923,temp_8,,0.52
wq8_t_3,7.6,1.923076923076923,temp_8,,0.52
wq8_t_4,7.3781,1.923076923076923,temp_8,,0.52
wq8_t_5,8.3368,1.923076923076923,temp_8,,0.52
wq8_t_6,8.1,1.923076923076923,temp_8,,0.52
wq8_t_7,8.0752,1.923076923076923,temp_8,,0.52
wq8_t_8,8.3,1.923076923076923,temp_8,,0.52
wq8_t_9,8.9704,1.923076923076923,temp_8,,0.52
wq8_t_10,9.3325,1.923076923076923,temp_8,,0.52
wq8_t_11,9.3,1.923076923076923,temp_8,,0.52
wq8_t_12,9.5348,1.923076923076923,temp_8,,0.52
wq8_t_13,9.6652,1.923076923076923,temp_8,,0.52
wq8_t_14,9.7,1.923076923076923,temp_8,,0.52
wq8_t_15,9.7712,1.923076923076923,temp_8,,0.52
wq8_t_16,9.9554,1.923076923076923,temp_8,,0.52
wq8_t_17,9.9,1.923076923076923,temp_8,,0.52
wq8_t_18,10.1,1.923076923076923,temp_8,,0.52
wq8_t_19,10.2,1.923076923076923,temp_8,,0.52
wq8_t_20,10.3,1.923076923076923,temp_8,,0.52
wq8_t_21,10.5,1.923076923076923,temp_8,,0.52
wq8_t_22,10.9,1.923076923076923,temp_8,,0.52
wq8_t_23,11.0,1.923076923076923,temp_8,,0.52
wq8_t_24,11.4,1.923076923076923,temp_8,,0.52
wq8_t_25,11.6,1.923076923076923,temp_8,,0.52
wq8_t_26,11.9,1.923076923076923,temp_8,,0.52
wq8_t_27,12.5,1.923076923076923,temp_8,,0.52
wq8_t_28,12.7,1.923076923076923,temp_8,,0.52
wq8_t_29,12.9,1.923076923076923,temp_8,,0.52
wq8_t_30,13.1,1.923076923076923,temp_8,,0.52
wq8_t_31,13.3,1.923076923076923,temp_8,,0.52
wq8_t_32,14.8,1.923076923076923,temp_8,,0.52
wq8_t_33,14.2,1.923076923076923,temp_8,,0.52
wq8_t_34,14.4,1.923076923076923,temp_8,,0.52
wq8_t_35,14.7,1.923076923076923,temp_8,,0.52
wq8_t_36,15.0,1.923076923076923,temp_8,,0.52
wq8_t_37,15.1,1.923076923076923,temp_8,,0.52
wq8_t_38,15.1,1.923076923076923,temp_8,,0.52
wq8_t_39,15.3,1.923076923076923,temp_8,,0.52
wq8_t_40,15.3,1.923076923076923,temp_8,,0.52
wq8_t_41,15.5,1.923076923076923,temp_8,,0.52
wq8_t_42,15.5,1.923076923076923,temp_8,,0.52
wq8_t_43,15.8,1.923076923076923,temp_8,,0.52
wq8_t_44,13.3,1.923076923076923,temp_8,,0.52
wq8_t_45,3.2,1.923076923076923,temp_8,,0.52
wq8_t_46,5.7,1.923076923076923,temp_8,,0.52
wq8_t_47,6.3,1.923076923076923,temp_8,,0.52
wq8_t_48,6.7,1.923076923076923,temp_8,,0.52
wq8_t_49,7.0108,1.923076923076923,temp_8,,0.52
wq8_t_50,7.2259,1.923076923076923,temp_8,,0.52
wq8_t_51,8.1402,1.923076923076923,temp_8,,0.52
wq8_t_52,8.5393,1.923076923076923,temp_8,,0.52
wq8_t_53,8.811,1.923076923076923,temp_8,,0.52
wq8_t_54,9.1173,1.923076923076923,temp_8,,0.52
wq8_t_55,9.3245,1.923076923076923,temp_8,,0.52
wq8_t_56,9.5081,1.923076923076923,temp_8,,0.52
wq8_t_57,9.7,1.923076923076923,temp_8,,0.52
wq8_t_58,9.8412,1.923076923076923,temp_8,,0.52
wq8_t_59,9.9763,1.923076923076923,temp_8,,0.52
wq8_t_60,10.0187,1.923076923076923,temp_8,,0.52
wq8_t_61,10.1491,1.923076923076923,temp_8,,0.52
wq8_t_62,10.2547,1.923076923076923,temp_8,,0.52
wq8_t_63,10.3974,1.923076923076923,temp_8,,0.52
wq8_t_64,10.5067,1.923076923076923,temp_8,,0.52
wq8_t_65,10.6371,1.923076923076923,temp_8,,0.52
wq8_t_66,10.7619,1.923076923076923,temp_8,,0.52
wq8_t_67,10.8568,1.923076923076923,temp_8,,0.52
wq8_t_68,10.9347,1.923076923076923,temp_8,,0.52
wq8_t_69,11.0488,1.923076923076923,temp_8,,0.52
wq8_t_70,11.1226,1.923076923076923,temp_8,,0.52
wq8_t_71,11.2456,1.923076923076923,temp_8,,0.52
wq8_t_72,11.4284,1.923076923076923,temp_8,,0.52
wq8_t_73,11.4922,1.923076923076923,temp_8,,0.52
wq8_t_74,11.7081,1.923076923076923,temp_8,,0.52
wq8_t_75,11.8019,1.923076923076923,temp_8,,0.52
wq8_t_76,11.8,1.923076923076923,temp_8,,0.52
wq8_t_77,11.769,1.923076923076923,temp_8,,0.52
wq8_t_78,11.7922,1.923076923076923,temp_8,,0.52
wq8_t_79,11.684,1.923076923076923,temp_8,,0.52
wq8_t_80,11.7977,1.923076923076923,temp_8,,0.52
wq8_t_81,12.0,1.923076923076923,temp_8,,0.52
wq8_t_82,11.966,1.923076923076923,temp_8,,0.52
wq8_t_83,11.9332,1.923076923076923,temp_8,,0.52
wq8_t_84,11.9482,1.923076923076923,temp_8,,0.52
wq8_t_85,11.9384,1.923076923076923,temp_8,,0.52
wq8_t_86,11.8437,1.923076923076923,temp_8,,0.52
wq8_t_87,11.9719,1.923076923076923,temp_8,,0.52
wq8_t_88,12.4849,1.923076923076923,temp_8,,0.52
wq8_t_89,12.2574,1.923076923076923,temp_8,,0.52
wq8_t_90,12.2276,1.923076923076923,temp_8,,0.52
wq8_t_91,13.457,1.923076923076923,temp_8,,0.52
wq8_t_92,13.9144,1.923076923076923,temp_8,,0.52
wq8_t_93,13.946,1.923076923076923,temp_8,,0.52
wq8_t_94,13.8051,1.923076923076923,temp_8,,0.52
wq8_t_95,13.7411,1.923076923076923,temp_8,,0.52
wq8_t_96,13.6523,1.923076923076923,temp_8,,0.52
wq8_t_97,13.7387,1.923076923076923,temp_8,,0.52
wq8_t_98,13.6846,1.923076923076923,temp_8,,0.52
wq8_t_99,14.7,1.923076923076923,temp_8,,0.52
wq8_t_100,14.0077,1.923076923076923,temp_8,,0.52
wq8_t_101,11.9797,1.923076923076923,temp_8,,0.52
wq8_t_102,11.6113,1.923076923076923,temp_8,,0.52
wq8_t_103,11.7238,1.923076923076923,temp_8,,0.52
wq8_t_104,7.9738,1.923076923076923,temp_8,,0.52
wq8_t_105,4.2038,1.923076923076923,temp_8,,0.52
wq8_t_106,5.9,1.923076923076923,temp_8,,0.52
wq8_t_107,7.1,1.923076923076923,temp_8,,0.52
wq8_t_108,8.5,1.923076923076923,temp_8,,0.52
wq8_t_109,8.6,1.923076923076923,temp_8,,0.52
wq8_t_110,8.8,1.923076923076923,temp_8,,0.52
wq8_t_111,8.8,1.923076923076923,temp_8,,0.52
wq8_t_112,8.8177,1.923076923076923,temp_8,,0.52
wq8_t_113,9.5705,1.923076923076923,temp_8,,0.52
wq8_t_114,9.9031,1.923076923076923,temp_8,,0.52
wq8_t_115,10.1232,1.923076923076923,temp_8,,0.52
wq8_t_116,10.3772,1.923076923076923,temp_8,,0.52
wq8_t_117,10.2663,1.923076923076923,temp_8,,0.52
wq8_t_118,10.2283,1.923076923076923,temp_8,,0.52
wq8_t_119,10.1977,1.923076923076923,temp_8,,0.52
wq8_t_120,10.2869,1.923076923076923,temp_8,,0.52
wq8_t_121,10.2478,1.923076923076923,temp_8,,0.52
wq8_t_122,10.3427,1.923076923076923,temp_8,,0.52
wq8_t_123,10.9823,1.923076923076923,temp_8,,0.52
wq8_t_124,11.1855,1.923076923076923,temp_8,,0.52
wq8_t_125,11.0534,1.923076923076923,temp_8,,0.52
wq8_t_126,11.0387,1.923076923076923,temp_8,,0.52
wq8_t_127,10.9763,1.923076923076923,temp_8,,0.52
wq8_t_128,11.048,1.923076923076923,temp_8,,0.52
wq8_t_129,11.4627,1.923076923076923,temp_8,,0.52
wq8_t_130,11.6763,1.923076923076923,temp_8,,0.52
wq8_t_131,11.7855,1.923076923076923,temp_8,,0.52
wq8_t_132,11.8129,1.923076923076923,temp_8,,0.52
wq8_t_133,12.0071,1.923076923076923,temp_8,,0.52
wq8_t_134,11.8875,1.923076923076923,temp_8,,0.52
wq8_t_135,11.75,1.923076923076923,temp_8,,0.52
wq8_t_136,11.777,1.923076923076923,temp_8,,0.52
wq8_t_137,12.2977,1.923076923076923,temp_8,,0.52
wq8_t_138,12.5625,1.923076923076923,temp_8,,0.52
wq8_t_139,12.7888,1.923076923076923,temp_8,,0.52
wq8_t_140,12.9534,1.923076923076923,temp_8,,0.52
wq8_t_141,12.9951,1.923076923076923,temp_8,,0.52
wq8_t_142,13.1954,1.923076923076923,temp_8,,0.52
wq8_t_143,13.6009,1.923076923076923,temp_8,,0.52
wq8_t_144,13.626,1.923076923076923,temp_8,,0.52
wq8_t_145,13.7017,1.923076923076923,temp_8,,0.52
wq8_t_146,13.7402,1.923076923076923,temp_8,,0.52
wq8_t_147,13.7511,1.923076923076923,temp_8,,0.52
wq8_t_148,12.5668,1.923076923076923,temp_8,,0.52
wq8_t_149,7.3786,1.923076923076923,temp_8,,0.52
wq8_t_150,5.4941,1.923076923076923,temp_8,,0.52
wq9_t_1,8.0059,1.923076923076923,temp_9,,0.52
wq9_t_2,6.5,1.923076923076923,temp_9,,0.52
wq9_t_3,7.5,1.923076923076923,temp_9,,0.52
wq9_t_4,7.0476,1.923076923076923,temp_9,,0.52
wq9_t_5,6.8,1.923076923076923,temp_9,,0.52
wq9_t_6,8.0856,1.923076923076923,temp_9,,0.52
wq9_t_7,7.8,1.923076923076923,temp_9,,0.52
wq9_t_8,8.0094,1.923076923076923,temp_9,,0.52
wq9_t_9,8.1,1.923076923076923,temp_9,,0.52
wq9_t_10,8.9402,1.923076923076923,temp_9,,0.52
wq9_t_11,9.3285,1.923076923076923,temp_9,,0.52
wq9_t_12,9.3,1.923076923076923,temp_9,,0.52
wq9_t_13,9.5336,1.923076923076923,temp_9,,0.52
wq9_t_14,9.6664,1.923076923076923,temp_9,,0.52
wq9_t_15,9.6,1.923076923076923,temp_9,,0.52
wq9_t_16,9.7689,1.923076923076923,temp_9,,0.52
wq9_t_17,9.9756,1.923076923076923,temp_9,,0.52
wq9_t_18,9.9,1.923076923076923,temp_9,,0.52
wq9_t_19,10.0,1.923076923076923,temp_9,,0.52
wq9_t_20,10.2,1.923076923076923,temp_9,,0.52
wq9_t_21,10.3,1.923076923076923,temp_9,,0.52
wq9_t_22,10.5,1.923076923076923,temp_9,,0.52
wq9_t_23,10.7,1.923076923076923,temp_9,,0.52
wq9_t_24,10.9,1.923076923076923,temp_9,,0.52
wq9_t_25,11.3,1.923076923076923,temp_9,,0.52
wq9_t_26,11.5,1.923076923076923,temp_9,,0.52
wq9_t_27,11.8,1.923076923076923,temp_9,,0.52
wq9_t_28,12.4,1.923076923076923,temp_9,,0.52
wq9_t_29,12.6,1.923076923076923,temp_9,,0.52
wq9_t_30,12.8,1.923076923076923,temp_9,,0.52
wq9_t_31,13.0,1.923076923076923,temp_9,,0.52
wq9_t_32,13.2,1.923076923076923,temp_9,,0.52
wq9_t_33,13.8,1.923076923076923,temp_9,,0.52
wq9_t_34,14.1,1.923076923076923,temp_9,,0.52
wq9_t_35,14.3,1.923076923076923,temp_9,,0.52
wq9_t_36,14.6,1.923076923076923,temp_9,,0.52
wq9_t_37,14.8,1.923076923076923,temp_9,,0.52
wq9_t_38,15.0,1.923076923076923,temp_9,,0.52
wq9_t_39,15.1,1.923076923076923,temp_9,,0.52
wq9_t_40,15.2,1.923076923076923,temp_9,,0.52
wq9_t_41,15.3,1.923076923076923,temp_9,,0.52
wq9_t_42,15.4,1.923076923076923,temp_9,,0.52
wq9_t_43,15.5,1.923076923076923,temp_9,,0.52
wq9_t_44,15.8,1.923076923076923,temp_9,,0.52
wq9_t_45,13.3,1.923076923076923,temp_9,,0.52
wq9_t_46,3.2,1.923076923076923,temp_9,,0.52
wq9_t_47,5.1,1.923076923076923,temp_9,,0.52
wq9_t_48,5.6,1.923076923076923,temp_9,,0.52
wq9_t_49,6.2,1.923076923076923,temp_9,,0.52
wq9_t_50,6.6,1.923076923076923,temp_9,,0.52
wq9_t_51,6.9276,1.923076923076923,temp_9,,0.52
wq9_t_52,7.0848,1.923076923076923,temp_9,,0.52
wq9_t_53,8.171,1.923076923076923,temp_9,,0.52
wq9_t_54,8.5287,1.923076923076923,temp_9,,0.52
wq9_t_55,8.8068,1.923076923076923,temp_9,,0.52
wq9_t_56,9.1063,1.923076923076923,temp_9,,0.52
wq9_t_57,9.3224,1.923076923076923,temp_9,,0.52
wq9_t_58,9.501,1.923076923076923,temp_9,,0.52
wq9_t_59,9.6,1.923076923076923,temp_9,,0.52
wq9_t_60,9.786,1.923076923076923,temp_9,,0.52
wq9_t_61,9.9673,1.923076923076923,temp_9,,0.52
wq9_t_62,10.0039,1.923076923076923,temp_9,,0.52
wq9_t_63,10.1344,1.923076923076923,temp_9,,0.52
wq9_t_64,10.2495,1.923076923076923,temp_9,,0.52
wq9_t_65,10.3943,1.923076923076923,temp_9,,0.52
wq9_t_66,10.4999,1.923076923076923,temp_9,,0.52
wq9_t_67,10.6338,1.923076923076923,temp_9,,0.52
wq9_t_68,10.7562,1.923076923076923,temp_9,,0.52
wq9_t_69,10.8517,1.923076923076923,temp_9,,0.52
wq9_t_70,10.9393,1.923076923076923,temp_9,,0.52
wq9_t_71,11.0438,1.923076923076923,temp_9,,0.52
wq9_t_72,11.1156,1.923076923076923,temp_9,,0.52
wq9_t_73,11.2399,1.923076923076923,temp_9,,0.52
wq9_t_74,11.4164,1.923076923076923,temp_9,,0.52
wq9_t_75,11.4887,1.923076923076923,temp_9,,0.52
wq9_t_76,11.7081,1.923076923076923,temp_9,,0.52
wq9_t_77,11.8012,1.923076923076923,temp_9,,0.52
wq9_t_78,11.8,1.923076923076923,temp_9,,0.52
wq9_t_79,11.6836,1.923076923076923,temp_9,,0.52
wq9_t_80,11.6471,1.923076923076923,temp_9,,0.52
wq9_t_81,11.5729,1.923076923076923,temp_9,,0.52
wq9_t_82,11.7887,1.923076923076923,temp_9,,0.52
wq9_t_83,12.0,1.923076923076923,temp_9,,0.52
wq9_t_84,11.9201,1.923076923076923,temp_9,,0.52
wq9_t_85,11.9162,1.923076923076923,temp_9,,0.52
wq9_t_86,11.7712,1.923076923076923,temp_9,,0.52
wq9_t_87,11.7638,1.923076923076923,temp_9,,0.52
wq9_t_88,11.7345,1.923076923076923,temp_9,,0.52
wq9_t_89,11.8747,1.923076923076923,temp_9,,0.52
wq9_t_90,12.4849,1.923076923076923,temp_9,,0.52
wq9_t_91,12.2505,1.923076923076923,temp_9,,0.52
wq9_t_92,12.1695,1.923076923076923,temp_9,,0.52
wq9_t_93,13.0473,1.923076923076923,temp_9,,0.52
wq9_t_94,13.3754,1.923076923076923,temp_9,,0.52
wq9_t_95,13.3283,1.923076923076923,temp_9,,0.52
wq9_t_96,13.1904,1.923076923076923,temp_9,,0.52
wq9_t_97,13.1556,1.923076923076923,temp_9,,0.52
wq9_t_98,13.0627,1.923076923076923,temp_9,,0.52
wq9_t_99,13.1973,1.923076923076923,temp_9,,0.52
wq9_t_100,13.0269,1.923076923076923,temp_9,,0.52
wq9_t_101,13.4,1.923076923076923,temp_9,,0.52
wq9_t_102,12.9634,1.923076923076923,temp_9,,0.52
wq9_t_103,11.969,1.923076923076923,temp_9,,0.52
wq9_t_104,11.5838,1.923076923076923,temp_9,,0.52
wq9_t_105,11.714,1.923076923076923,temp_9,,0.52
wq9_t_106,7.9741,1.923076923076923,temp_9,,0.52
wq9_t_107,4.184,1.923076923076923,temp_9,,0.52
wq9_t_108,5.7,1.923076923076923,temp_9,,0.52
wq9_t_109,6.7,1.923076923076923,temp_9,,0.52
wq9_t_110,8.3,1.923076923076923,temp_9,,0.52
wq9_t_111,8.4,1.923076923076923,temp_9,,0.52
wq9_t_112,8.6,1.923076923076923,temp_9,,0.52
wq9_t_113,8.7,1.923076923076923,temp_9,,0.52
wq9_t_114,8.6908,1.923076923076923,temp_9,,0.52
wq9_t_115,9.5675,1.923076923076923,temp_9,,0.52
wq9_t_116,9.8561,1.923076923076923,temp_9,,0.52
wq9_t_117,10.1177,1.923076923076923,temp_9,,0.52
wq9_t_118,10.3476,1.923076923076923,temp_9,,0.52
wq9_t_119,10.0965,1.923076923076923,temp_9,,0.52
wq9_t_120,10.02,1.923076923076923,temp_9,,0.52
wq9_t_121,10.0135,1.923076923076923,temp_9,,0.52
wq9_t_122,10.0362,1.923076923076923,temp_9,,0.52
wq9_t_123,10.0322,1.923076923076923,temp_9,,0.52
wq9_t_124,10.164,1.923076923076923,temp_9,,0.52
wq9_t_125,10.9897,1.923076923076923,temp_9,,0.52
wq9_t_126,11.148,1.923076923076923,temp_9,,0.52
wq9_t_127,10.9336,1.923076923076923,temp_9,,0.52
wq9_t_128,10.8844,1.923076923076923,temp_9,,0.52
wq9_t_129,10.8854,1.923076923076923,temp_9,,0.52
wq9_t_130,10.8379,1.923076923076923,temp_9,,0.52
wq9_t_131,11.4248,1.923076923076923,temp_9,,0.52
wq9_t_132,11.6691,1.923076923076923,temp_9,,0.52
wq9_t_133,11.7908,1.923076923076923,temp_9,,0.52
wq9_t_134,11.8182,1.923076923076923,temp_9,,0.52
wq9_t_135,11.9827,1.923076923076923,temp_9,,0.52
wq9_t_136,11.7294,1.923076923076923,temp_9,,0.52
wq9_t_137,11.6327,1.923076923076923,temp_9,,0.52
wq9_t_138,11.6379,1.923076923076923,temp_9,,0.52
wq9_t_139,12.2913,1.923076923076923,temp_9,,0.52
wq9_t_140,12.5653,1.923076923076923,temp_9,,0.52
wq9_t_141,12.7803,1.923076923076923,temp_9,,0.52
wq9_t_142,12.9504,1.923076923076923,temp_9,,0.52
wq9_t_143,12.9888,1.923076923076923,temp_9,,0.52
wq9_t_144,13.198,1.923076923076923,temp_9,,0.52
wq9_t_145,13.5912,1.923076923076923,temp_9,,0.52
wq9_t_146,13.6224,1.923076923076923,temp_9,,0.52
wq9_t_147,13.7024,1.923076923076923,temp_9,,0.52
wq9_t_148,13.7343,1.923076923076923,temp_9,,0.52
wq9_t_149,13.7502,1.923076923076923,temp_9,,0.52
wq9_t_150,12.5676,1.923076923076923,temp_9,,0.52
wq9_t_151,7.3809,1.923076923076923,temp_9,,0.52
wq9_t_152,5.4912,1.923076923076923,temp_9,,0.52
wq0.1_ox_1,278.6459375,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_2,390.9375,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_3,356.5625,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_4,267.35375,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_5,340.0,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_6,319.86875,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_7,312.5,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_8,286.45375,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_9,308.4375,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_10,267.7590625,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_11,280.9375,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_12,262.580625,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_13,276.2903125,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_14,252.5,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_15,265.4459375,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_16,267.978125,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_17,268.75,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_18,280.2803125,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_19,279.079375,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_20,272.8125,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_21,269.6875,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_22,289.0625,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_23,275.0,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_24,272.1875,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_25,282.1875,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_26,275.0,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_27,258.75,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_28,278.125,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_29,273.75,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_30,271.5625,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_31,296.5625,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_32,283.125,0.06086427267194157,oxy_0.1,,16.43
wq0.1_ox_33,296.875,0.06086427267194157,oxy_0.1,,16.43
