obsnme,obsval,weight,obgnme,extra,standard_deviation
wq3_ox_78,202.76875,0.06086427267194157,oxy_3,,16.43
wq3_ox_79,188.8,0.06086427267194157,oxy_3,,16.43
wq3_ox_80,429.0625,0.06086427267194157,oxy_3,,16.43
wq3_ox_81,189.215625,0.06086427267194157,oxy_3,,16.43
wq3_ox_82,103.084375,0.06086427267194157,oxy_3,,16.43
wq3_ox_83,70.60625,0.06086427267194157,oxy_3,,16.43
wq3_ox_84,37.753125,0.06086427267194157,oxy_3,,16.43
wq3_ox_85,5.559375,0.06086427267194157,oxy_3,,16.43
wq3_ox_86,9.796875,0.06086427267194157,oxy_3,,16.43
wq3_ox_87,10.73125,0.06086427267194157,oxy_3,,16.43
wq3_ox_88,13.621875,0.06086427267194157,oxy_3,,16.43
wq3_ox_89,3.48125,0.06086427267194157,oxy_3,,16.43
wq3_ox_90,127.503125,0.06086427267194157,oxy_3,,16.43
wq3_ox_91,80.884375,0.06086427267194157,oxy_3,,16.43
wq3_ox_92,138.4625,0.06086427267194157,oxy_3,,16.43
wq3_ox_93,58.2875,0.06086427267194157,oxy_3,,16.43
wq3_ox_94,131.771875,0.06086427267194157,oxy_3,,16.43
wq3_ox_95,181.275,0.06086427267194157,oxy_3,,16.43
wq3_ox_96,215.625,0.06086427267194157,oxy_3,,16.43
wq3_ox_97,196.440625,0.06086427267194157,oxy_3,,16.43
wq3_ox_98,230.946875,0.06086427267194157,oxy_3,,16.43
wq3_ox_99,232.940625,0.06086427267194157,oxy_3,,16.43
wq3_ox_100,261.625,0.06086427267194157,oxy_3,,16.43
wq3_ox_101,261.1,0.06086427267194157,oxy_3,,16.43
wq3_ox_102,298.64375,0.06086427267194157,oxy_3,,16.43
wq3_ox_103,345.6,0.06086427267194157,oxy_3,,16.43
wq3_ox_104,352.471875,0.06086427267194157,oxy_3,,16.43
wq3_ox_105,408.125,0.06086427267194157,oxy_3,,16.43
wq3_ox_106,327.4625,0.06086427267194157,oxy_3,,16.43
wq3_ox_107,381.5625,0.06086427267194157,oxy_3,,16.43
wq3_ox_108,385.625,0.06086427267194157,oxy_3,,16.43
wq3_ox_109,406.25,0.06086427267194157,oxy_3,,16.43
wq3_ox_110,399.375,0.06086427267194157,oxy_3,,16.43
wq3_ox_111,367.490625,0.06086427267194157,oxy_3,,16.43
wq3_ox_112,367.296875,0.06086427267194157,oxy_3,,16.43
wq3_ox_113,370.3625,0.06086427267194157,oxy_3,,16.43
wq3_ox_114,382.178125,0.06086427267194157,oxy_3,,16.43
wq3_ox_115,348.36875,0.06086427267194157,oxy_3,,16.43
wq3_ox_116,373.440625,0.06086427267194157,oxy_3,,16.43
wq3_ox_117,349.825,0.06086427267194157,oxy_3,,16.43
wq3_ox_118,372.096875,0.06086427267194157,oxy_3,,16.43
wq3_ox_119,371.790625,0.06086427267194157,oxy_3,,16.43
wq3_ox_120,378.74375,0.06086427267194157,oxy_3,,16.43
wq3_ox_121,379.159375,0.06086427267194157,oxy_3,,16.43
wq3_ox_122,362.165625,0.06086427267194157,oxy_3,,16.43
wq3_ox_123,361.309375,0.06086427267194157,oxy_3,,16.43
wq3_ox_124,344.34375,0.06086427267194157,oxy_3,,16.43
wq3_ox_125,264.7625,0.06086427267194157,oxy_3,,16.43
wq3_ox_126,232.25625,0.06086427267194157,oxy_3,,16.43
wq3_ox_127,145.0875,0.06086427267194157,oxy_3,,16.43
wq3_ox_128,99.090625,0.06086427267194157,oxy_3,,16.43
wq3_ox_129,79.134375,0.06086427267194157,oxy_3,,16.43
wq3_ox_130,162.525,0.06086427267194157,oxy_3,,16.43
wq3_ox_131,182.465625,0.06086427267194157,oxy_3,,16.43
wq3_ox_132,191.703125,0.06086427267194157,oxy_3,,16.43
wq3_ox_133,160.409375,0.06086427267194157,oxy_3,,16.43
wq3_ox_134,151.415625,0.06086427267194157,oxy_3,,16.43
wq3_ox_135,185.1875,0.06086427267194157,oxy_3,,16.43
wq3_ox_136,205.725,0.06086427267194157,oxy_3,,16.43
wq3_ox_137,257.659375,0.06086427267194157,oxy_3,,16.43
wq3_ox_138,247.959375,0.06086427267194157,oxy_3,,16.43
wq4_ox_1,315.623125,0.06086427267194157,oxy_4,,16.43
wq4_ox_2,392.5,0.06086427267194157,oxy_4,,16.43
wq4_ox_3,363.75,0.06086427267194157,oxy_4,,16.43
wq4_ox_4,253.8165625,0.06086427267194157,oxy_4,,16.43
wq4_ox_5,328.75,0.06086427267194157,oxy_4,,16.43
wq4_ox_6,265.365625,0.06086427267194157,oxy_4,,16.43
wq4_ox_7,362.5,0.06086427267194157,oxy_4,,16.43
wq4_ox_8,254.2853125,0.06086427267194157,oxy_4,,16.43
wq4_ox_9,303.75,0.06086427267194157,oxy_4,,16.43
wq4_ox_10,297.9309375,0.06086427267194157,oxy_4,,16.43
wq4_ox_11,314.375,0.06086427267194157,oxy_4,,16.43
wq4_ox_12,280.1434375,0.06086427267194157,oxy_4,,16.43
wq4_ox_13,240.72125,0.06086427267194157,oxy_4,,16.43
wq4_ox_14,270.9375,0.06086427267194157,oxy_4,,16.43
wq4_ox_15,249.1,0.06086427267194157,oxy_4,,16.43
wq4_ox_16,293.525,0.06086427267194157,oxy_4,,16.43
wq4_ox_17,239.0625,0.06086427267194157,oxy_4,,16.43
wq4_ox_18,281.524375,0.06086427267194157,oxy_4,,16.43
wq4_ox_19,243.7865625,0.06086427267194157,oxy_4,,16.43
wq4_ox_20,224.6875,0.06086427267194157,oxy_4,,16.43
wq4_ox_21,228.75,0.06086427267194157,oxy_4,,16.43
wq4_ox_22,245.625,0.06086427267194157,oxy_4,,16.43
wq4_ox_23,308.4375,0.06086427267194157,oxy_4,,16.43
wq4_ox_24,210.0,0.06086427267194157,oxy_4,,16.43
wq4_ox_25,269.0625,0.06086427267194157,oxy_4,,16.43
wq4_ox_26,266.25,0.06086427267194157,oxy_4,,16.43
wq4_ox_27,256.25,0.06086427267194157,oxy_4,,16.43
wq4_ox_28,269.0625,0.06086427267194157,oxy_4,,16.43
wq4_ox_29,280.625,0.06086427267194157,oxy_4,,16.43
wq4_ox_30,251.875,0.06086427267194157,oxy_4,,16.43
wq4_ox_31,255.625,0.06086427267194157,oxy_4,,16.43
wq4_ox_32,237.8125,0.06086427267194157,oxy_4,,16.43
wq4_ox_33,214.0625,0.06086427267194157,oxy_4,,16.43
wq4_ox_34,259.0625,0.06086427267194157,oxy_4,,16.43
wq4_ox_35,230.625,0.06086427267194157,oxy_4,,16.43
wq4_ox_36,234.375,0.06086427267194157,oxy_4,,16.43
wq4_ox_37,185.0,0.06086427267194157,oxy_4,,16.43
wq4_ox_38,48.4375,0.06086427267194157,oxy_4,,16.43
wq4_ox_39,68.4375,0.06086427267194157,oxy_4,,16.43
wq4_ox_40,106.25,0.06086427267194157,oxy_4,,16.43
wq4_ox_41,110.0,0.06086427267194157,oxy_4,,16.43
wq4_ox_42,85.3125,0.06086427267194157,oxy_4,,16.43
wq4_ox_43,75.625,0.06086427267194157,oxy_4,,16.43
wq4_ox_44,132.8125,0.06086427267194157,oxy_4,,16.43
wq4_ox_45,108.75,0.06086427267194157,oxy_4,,16.43
wq4_ox_46,139.0625,0.06086427267194157,oxy_4,,16.43
wq4_ox_47,198.4375,0.06086427267194157,oxy_4,,16.43
wq4_ox_48,262.5,0.06086427267194157,oxy_4,,16.43
wq4_ox_49,205.625,0.06086427267194157,oxy_4,,16.43
wq4_ox_50,254.6875,0.06086427267194157,oxy_4,,16.43
wq4_ox_51,283.125,0.06086427267194157,oxy_4,,16.43
wq4_ox_52,290.9375,0.06086427267194157,oxy_4,,16.43
wq4_ox_53,296.875,0.06086427267194157,oxy_4,,16.43
wq4_ox_54,233.4375,0.06086427267194157,oxy_4,,16.43
wq4_ox_55,262.1875,0.06086427267194157,oxy_4,,16.43
wq4_ox_56,281.25,0.06086427267194157,oxy_4,,16.43
wq4_ox_57,350.3125,0.06086427267194157,oxy_4,,16.43
wq4_ox_58,405.625,0.06086427267194157,oxy_4,,16.43
wq4_ox_59,375.9375,0.06086427267194157,oxy_4,,16.43
wq4_ox_60,365.0,0.06086427267194157,oxy_4,,16.43
wq4_ox_61,346.25,0.06086427267194157,oxy_4,,16.43
wq4_ox_62,289.25625,0.06086427267194157,oxy_4,,16.43
wq4_ox_63,314.3375,0.06086427267194157,oxy_4,,16.43
wq4_ox_64,268.528125,0.06086427267194157,oxy_4,,16.43
wq4_ox_65,239.43125,0.06086427267194157,oxy_4,,16.43
wq4_ox_66,223.290625,0.06086427267194157,oxy_4,,16.43
wq4_ox_67,224.5,0.06086427267194157,oxy_4,,16.43
wq4_ox_68,223.884375,0.06086427267194157,oxy_4,,16.43
wq4_ox_69,216.29375,0.06086427267194157,oxy_4,,16.43
wq4_ox_70,276.3625,0.06086427267194157,oxy_4,,16.43
wq4_ox_71,224.025,0.06086427267194157,oxy_4,,16.43
wq4_ox_72,148.646875,0.06086427267194157,oxy_4,,16.43
wq4_ox_73,96.009375,0.06086427267194157,oxy_4,,16.43
wq4_ox_74,125.228125,0.06086427267194157,oxy_4,,16.43
wq4_ox_75,140.45625,0.06086427267194157,oxy_4,,16.43
wq4_ox_76,187.578125,0.06086427267194157,oxy_4,,16.43
wq4_ox_77,130.696875,0.06086427267194157,oxy_4,,16.43
wq4_ox_78,126.06875,0.06086427267194157,oxy_4,,16.43
wq4_ox_79,111.1375,0.06086427267194157,oxy_4,,16.43
wq4_ox_80,107.771875,0.06086427267194157,oxy_4,,16.43
wq4_ox_81,100.521875,0.06086427267194157,oxy_4,,16.43
wq4_ox_82,56.9375,0.06086427267194157,oxy_4,,16.43
wq4_ox_83,136.5625,0.06086427267194157,oxy_4,,16.43
wq4_ox_84,35.771875,0.06086427267194157,oxy_4,,16.43
wq4_ox_85,9.771875,0.06086427267194157,oxy_4,,16.43
wq4_ox_86,76.93125,0.06086427267194157,oxy_4,,16.43
wq4_ox_87,4.415625,0.06086427267194157,oxy_4,,16.43
wq4_ox_88,45.453125,0.06086427267194157,oxy_4,,16.43
wq4_ox_89,16.4375,0.06086427267194157,oxy_4,,16.43
wq4_ox_90,43.134375,0.06086427267194157,oxy_4,,16.43
wq4_ox_91,12.7125,0.06086427267194157,oxy_4,,16.43
wq4_ox_92,8.315625,0.06086427267194157,oxy_4,,16.43
wq4_ox_93,6.753125,0.06086427267194157,oxy_4,,16.43
wq4_ox_94,5.55625,0.06086427267194157,oxy_4,,16.43
wq4_ox_95,3.184375,0.06086427267194157,oxy_4,,16.43
wq4_ox_96,4.88125,0.06086427267194157,oxy_4,,16.43
wq4_ox_97,3.59375,0.06086427267194157,oxy_4,,16.43
wq4_ox_98,42.359375,0.06086427267194157,oxy_4,,16.43
wq4_ox_99,4.08125,0.06086427267194157,oxy_4,,16.43
wq4_ox_100,0.8875,0.06086427267194157,oxy_4,,16.43
wq4_ox_101,30.59375,0.06086427267194157,oxy_4,,16.43
wq4_ox_102,4.359375,0.06086427267194157,oxy_4,,16.43
wq4_ox_103,6.909375,0.06086427267194157,oxy_4,,16.43
wq4_ox_104,115.665625,0.06086427267194157,oxy_4,,16.43
wq4_ox_105,195.359375,0.06086427267194157,oxy_4,,16.43
wq4_ox_106,202.8125,0.06086427267194157,oxy_4,,16.43
wq4_ox_107,191.334375,0.06086427267194157,oxy_4,,16.43
wq4_ox_108,230.996875,0.06086427267194157,oxy_4,,16.43
wq4_ox_109,233.109375,0.06086427267194157,oxy_4,,16.43
wq4_ox_110,258.303125,0.06086427267194157,oxy_4,,16.43
wq4_ox_111,259.56875,0.06086427267194157,oxy_4,,16.43
wq4_ox_112,297.965625,0.06086427267194157,oxy_4,,16.43
wq4_ox_113,346.190625,0.06086427267194157,oxy_4,,16.43
wq4_ox_114,349.75625,0.06086427267194157,oxy_4,,16.43
wq4_ox_115,405.9375,0.06086427267194157,oxy_4,,16.43
wq4_ox_116,326.8375,0.06086427267194157,oxy_4,,16.43
wq4_ox_117,379.375,0.06086427267194157,oxy_4,,16.43
wq4_ox_118,348.4375,0.06086427267194157,oxy_4,,16.43
wq4_ox_119,309.375,0.06086427267194157,oxy_4,,16.43
wq4_ox_120,352.8125,0.06086427267194157,oxy_4,,16.43
wq4_ox_121,382.1875,0.06086427267194157,oxy_4,,16.43
wq4_ox_122,367.8125,0.06086427267194157,oxy_4,,16.43
wq4_ox_123,216.8625,0.06086427267194157,oxy_4,,16.43
wq4_ox_124,240.375,0.06086427267194157,oxy_4,,16.43
wq4_ox_125,234.86875,0.06086427267194157,oxy_4,,16.43
wq4_ox_126,198.496875,0.06086427267194157,oxy_4,,16.43
wq4_ox_127,188.7375,0.06086427267194157,oxy_4,,16.43
wq4_ox_128,111.5125,0.06086427267194157,oxy_4,,16.43
wq4_ox_129,176.534375,0.06086427267194157,oxy_4,,16.43
wq4_ox_130,229.31875,0.06086427267194157,oxy_4,,16.43
wq4_ox_131,161.0875,0.06086427267194157,oxy_4,,16.43
wq4_ox_132,138.75,0.06086427267194157,oxy_4,,16.43
wq4_ox_133,81.8125,0.06086427267194157,oxy_4,,16.43
wq4_ox_134,124.05,0.06086427267194157,oxy_4,,16.43
wq4_ox_135,103.3,0.06086427267194157,oxy_4,,16.43
wq4_ox_136,24.603125,0.06086427267194157,oxy_4,,16.43
wq4_ox_137,135.41875,0.06086427267194157,oxy_4,,16.43
wq4_ox_138,78.684375,0.06086427267194157,oxy_4,,16.43
wq4_ox_139,23.99375,0.06086427267194157,oxy_4,,16.43
wq4_ox_140,13.0625,0.06086427267194157,oxy_4,,16.43
wq4_ox_141,4.321875,0.06086427267194157,oxy_4,,16.43
wq4_ox_142,5.990625,0.06086427267194157,oxy_4,,16.43
wq4_ox_143,4.71875,0.06086427267194157,oxy_4,,16.43
wq4_ox_144,5.378125,0.06086427267194157,oxy_4,,16.43
wq4_ox_145,2.603125,0.06086427267194157,oxy_4,,16.43
wq4_ox_146,7.021875,0.06086427267194157,oxy_4,,16.43
wq4_ox_147,4.65625,0.06086427267194157,oxy_4,,16.43
wq4_ox_148,3.1625,0.06086427267194157,oxy_4,,16.43
wq4_ox_149,2.9125,0.06086427267194157,oxy_4,,16.43
wq4_ox_150,2.628125,0.06086427267194157,oxy_4,,16.43
wq4_ox_151,1.625,0.06086427267194157,oxy_4,,16.43
wq4_ox_152,3.3625,0.06086427267194157,oxy_4,,16.43
wq4_ox_153,158.2875,0.06086427267194157,oxy_4,,16.43
wq4_ox_154,183.059375,0.06086427267194157,oxy_4,,16.43
wq4_ox_155,166.54375,0.06086427267194157,oxy_4,,16.43
wq4_ox_156,144.9375,0.06086427267194157,oxy_4,,16.43
wq4_ox_157,144.5,0.06086427267194157,oxy_4,,16.43
wq4_ox_158,185.890625,0.06086427267194157,oxy_4,,16.43
wq4_ox_159,205.209375,0.06086427267194157,oxy_4,,16.43
wq4_ox_160,258.04375,0.06086427267194157,oxy_4,,16.43
wq4_ox_161,247.78125,0.06086427267194157,oxy_4,,16.43
wq5_ox_1,307.0059375,0.06086427267194157,oxy_5,,16.43
wq5_ox_2,391.25,0.06086427267194157,oxy_5,,16.43
wq5_ox_3,351.5625,0.06086427267194157,oxy_5,,16.43
wq5_ox_4,235.5215625,0.06086427267194157,oxy_5,,16.43
wq5_ox_5,327.8125,0.06086427267194157,oxy_5,,16.43
wq5_ox_6,284.81875,0.06086427267194157,oxy_5,,16.43
wq5_ox_7,346.5625,0.06086427267194157,oxy_5,,16.43
wq5_ox_8,246.0696875,0.06086427267194157,oxy_5,,16.43
wq5_ox_9,298.125,0.06086427267194157,oxy_5,,16.43
wq5_ox_10,263.9646875,0.06086427267194157,oxy_5,,16.43
wq5_ox_11,299.375,0.06086427267194157,oxy_5,,16.43
wq5_ox_12,281.34625,0.06086427267194157,oxy_5,,16.43
wq5_ox_13,296.650625,0.06086427267194157,oxy_5,,16.43
wq5_ox_14,301.875,0.06086427267194157,oxy_5,,16.43
wq5_ox_15,300.4640625,0.06086427267194157,oxy_5,,16.43
wq5_ox_16,296.513125,0.06086427267194157,oxy_5,,16.43
wq5_ox_17,284.6875,0.06086427267194157,oxy_5,,16.43
wq5_ox_18,298.051875,0.06086427267194157,oxy_5,,16.43
wq5_ox_19,291.249375,0.06086427267194157,oxy_5,,16.43
wq5_ox_20,284.6875,0.06086427267194157,oxy_5,,16.43
wq5_ox_21,272.8125,0.06086427267194157,oxy_5,,16.43
wq5_ox_22,308.125,0.06086427267194157,oxy_5,,16.43
wq5_ox_23,272.8125,0.06086427267194157,oxy_5,,16.43
wq5_ox_24,279.0625,0.06086427267194157,oxy_5,,16.43
wq5_ox_25,266.25,0.06086427267194157,oxy_5,,16.43
wq5_ox_26,256.5625,0.06086427267194157,oxy_5,,16.43
wq5_ox_27,225.625,0.06086427267194157,oxy_5,,16.43
wq5_ox_28,194.6875,0.06086427267194157,oxy_5,,16.43
wq5_ox_29,176.875,0.06086427267194157,oxy_5,,16.43
wq5_ox_30,128.125,0.06086427267194157,oxy_5,,16.43
wq5_ox_31,103.4375,0.06086427267194157,oxy_5,,16.43
wq5_ox_32,106.5625,0.06086427267194157,oxy_5,,16.43
wq5_ox_33,71.5625,0.06086427267194157,oxy_5,,16.43
wq5_ox_34,204.0625,0.06086427267194157,oxy_5,,16.43
wq5_ox_35,161.5625,0.06086427267194157,oxy_5,,16.43
wq5_ox_36,75.9375,0.06086427267194157,oxy_5,,16.43
wq5_ox_37,22.5,0.06086427267194157,oxy_5,,16.43
wq5_ox_38,99.6875,0.06086427267194157,oxy_5,,16.43
wq5_ox_39,77.8125,0.06086427267194157,oxy_5,,16.43
wq5_ox_40,27.8125,0.06086427267194157,oxy_5,,16.43
wq5_ox_41,32.8125,0.06086427267194157,oxy_5,,16.43
wq5_ox_42,79.0625,0.06086427267194157,oxy_5,,16.43
wq5_ox_43,15.0,0.06086427267194157,oxy_5,,16.43
wq5_ox_44,94.6875,0.06086427267194157,oxy_5,,16.43
wq5_ox_45,23.4375,0.06086427267194157,oxy_5,,16.43
wq5_ox_46,20.625,0.06086427267194157,oxy_5,,16.43
wq5_ox_47,24.375,0.06086427267194157,oxy_5,,16.43
wq5_ox_48,16.5625,0.06086427267194157,oxy_5,,16.43
wq5_ox_49,25.625,0.06086427267194157,oxy_5,,16.43
wq5_ox_50,25.3125,0.06086427267194157,oxy_5,,16.43
wq5_ox_51,27.1875,0.06086427267194157,oxy_5,,16.43
wq5_ox_52,29.6875,0.06086427267194157,oxy_5,,16.43
wq5_ox_53,40.3125,0.06086427267194157,oxy_5,,16.43
wq5_ox_54,203.75,0.06086427267194157,oxy_5,,16.43
wq5_ox_55,265.625,0.06086427267194157,oxy_5,,16.43
wq5_ox_56,287.1875,0.06086427267194157,oxy_5,,16.43
wq5_ox_57,350.0,0.06086427267194157,oxy_5,,16.43
wq5_ox_58,399.6875,0.06086427267194157,oxy_5,,16.43
wq5_ox_59,404.6875,0.06086427267194157,oxy_5,,16.43
wq5_ox_60,373.75,0.06086427267194157,oxy_5,,16.43
wq5_ox_61,360.0,0.06086427267194157,oxy_5,,16.43
wq5_ox_62,322.8125,0.06086427267194157,oxy_5,,16.43
wq5_ox_63,258.228125,0.06086427267194157,oxy_5,,16.43
wq5_ox_64,301.60625,0.06086427267194157,oxy_5,,16.43
wq5_ox_65,280.38125,0.06086427267194157,oxy_5,,16.43
wq5_ox_66,276.478125,0.06086427267194157,oxy_5,,16.43
wq5_ox_67,281.328125,0.06086427267194157,oxy_5,,16.43
wq5_ox_68,278.325,0.06086427267194157,oxy_5,,16.43
wq5_ox_69,279.903125,0.06086427267194157,oxy_5,,16.43
wq5_ox_70,285.2125,0.06086427267194157,oxy_5,,16.43
wq5_ox_71,274.975,0.06086427267194157,oxy_5,,16.43
wq5_ox_72,250.503125,0.06086427267194157,oxy_5,,16.43
wq5_ox_73,243.96875,0.06086427267194157,oxy_5,,16.43
wq5_ox_74,256.184375,0.06086427267194157,oxy_5,,16.43
wq5_ox_75,244.871875,0.06086427267194157,oxy_5,,16.43
wq5_ox_76,246.453125,0.06086427267194157,oxy_5,,16.43
wq5_ox_77,250.871875,0.06086427267194157,oxy_5,,16.43
wq5_ox_78,244.8125,0.06086427267194157,oxy_5,,16.43
wq5_ox_79,240.446875,0.06086427267194157,oxy_5,,16.43
wq5_ox_80,238.3,0.06086427267194157,oxy_5,,16.43
wq5_ox_81,236.475,0.06086427267194157,oxy_5,,16.43
wq5_ox_82,225.140625,0.06086427267194157,oxy_5,,16.43
wq5_ox_83,227.478125,0.06086427267194157,oxy_5,,16.43
wq5_ox_84,176.875,0.06086427267194157,oxy_5,,16.43
wq5_ox_85,135.70625,0.06086427267194157,oxy_5,,16.43
wq5_ox_86,94.503125,0.06086427267194157,oxy_5,,16.43
wq5_ox_87,79.78125,0.06086427267194157,oxy_5,,16.43
wq5_ox_88,26.959375,0.06086427267194157,oxy_5,,16.43
wq5_ox_89,16.9875,0.06086427267194157,oxy_5,,16.43
wq5_ox_90,45.15,0.06086427267194157,oxy_5,,16.43
wq5_ox_91,59.91875,0.06086427267194157,oxy_5,,16.43
wq5_ox_92,32.334375,0.06086427267194157,oxy_5,,16.43
wq5_ox_93,35.846875,0.06086427267194157,oxy_5,,16.43
wq5_ox_94,4.846875,0.06086427267194157,oxy_5,,16.43
wq5_ox_95,5.59375,0.06086427267194157,oxy_5,,16.43
wq5_ox_96,2.384375,0.06086427267194157,oxy_5,,16.43
wq5_ox_97,3.303125,0.06086427267194157,oxy_5,,16.43
wq5_ox_98,2.734375,0.06086427267194157,oxy_5,,16.43
wq5_ox_99,3.39375,0.06086427267194157,oxy_5,,16.43
wq5_ox_100,2.6875,0.06086427267194157,oxy_5,,16.43
wq5_ox_101,3.634375,0.06086427267194157,oxy_5,,16.43
wq5_ox_102,4.2625,0.06086427267194157,oxy_5,,16.43
wq5_ox_103,4.81875,0.06086427267194157,oxy_5,,16.43
wq5_ox_104,4.634375,0.06086427267194157,oxy_5,,16.43
wq5_ox_105,90.834375,0.06086427267194157,oxy_5,,16.43
wq5_ox_106,195.55,0.06086427267194157,oxy_5,,16.43
wq5_ox_107,203.125,0.06086427267194157,oxy_5,,16.43
wq5_ox_108,183.625,0.06086427267194157,oxy_5,,16.43
wq5_ox_109,230.840625,0.06086427267194157,oxy_5,,16.43
wq5_ox_110,232.328125,0.06086427267194157,oxy_5,,16.43
wq5_ox_111,250.4875,0.06086427267194157,oxy_5,,16.43
wq5_ox_112,259.571875,0.06086427267194157,oxy_5,,16.43
wq5_ox_113,297.31875,0.06086427267194157,oxy_5,,16.43
wq5_ox_114,345.109375,0.06086427267194157,oxy_5,,16.43
wq5_ox_115,351.1,0.06086427267194157,oxy_5,,16.43
wq5_ox_116,403.125,0.06086427267194157,oxy_5,,16.43
wq5_ox_117,326.490625,0.06086427267194157,oxy_5,,16.43
wq5_ox_118,374.6875,0.06086427267194157,oxy_5,,16.43
wq5_ox_119,351.5625,0.06086427267194157,oxy_5,,16.43
wq5_ox_120,250.625,0.06086427267194157,oxy_5,,16.43
wq5_ox_121,246.5625,0.06086427267194157,oxy_5,,16.43
wq5_ox_122,289.0625,0.06086427267194157,oxy_5,,16.43
wq5_ox_123,239.6875,0.06086427267194157,oxy_5,,16.43
wq5_ox_124,154.221875,0.06086427267194157,oxy_5,,16.43
wq5_ox_125,134.00625,0.06086427267194157,oxy_5,,16.43
wq5_ox_126,185.55,0.06086427267194157,oxy_5,,16.43
wq5_ox_127,204.671875,0.06086427267194157,oxy_5,,16.43
wq5_ox_128,226.309375,0.06086427267194157,oxy_5,,16.43
wq5_ox_129,197.653125,0.06086427267194157,oxy_5,,16.43
wq5_ox_130,156.290625,0.06086427267194157,oxy_5,,16.43
wq5_ox_131,172.975,0.06086427267194157,oxy_5,,16.43
wq5_ox_132,153.803125,0.06086427267194157,oxy_5,,16.43
wq5_ox_133,146.146875,0.06086427267194157,oxy_5,,16.43
wq5_ox_134,109.775,0.06086427267194157,oxy_5,,16.43
wq5_ox_135,160.203125,0.06086427267194157,oxy_5,,16.43
wq5_ox_136,168.25,0.06086427267194157,oxy_5,,16.43
wq5_ox_137,150.684375,0.06086427267194157,oxy_5,,16.43
wq5_ox_138,74.478125,0.06086427267194157,oxy_5,,16.43
wq5_ox_139,99.5625,0.06086427267194157,oxy_5,,16.43
wq5_ox_140,50.8125,0.06086427267194157,oxy_5,,16.43
wq5_ox_141,16.6,0.06086427267194157,oxy_5,,16.43
wq5_ox_142,77.153125,0.06086427267194157,oxy_5,,16.43
wq5_ox_143,81.35625,0.06086427267194157,oxy_5,,16.43
wq5_ox_144,39.378125,0.06086427267194157,oxy_5,,16.43
wq5_ox_145,38.01875,0.06086427267194157,oxy_5,,16.43
wq5_ox_146,15.68125,0.06086427267194157,oxy_5,,16.43
wq5_ox_147,4.534375,0.06086427267194157,oxy_5,,16.43
wq5_ox_148,12.859375,0.06086427267194157,oxy_5,,16.43
wq5_ox_149,36.49375,0.06086427267194157,oxy_5,,16.43
wq5_ox_150,34.984375,0.06086427267194157,oxy_5,,16.43
wq5_ox_151,51.625,0.06086427267194157,oxy_5,,16.43
wq5_ox_152,51.60625,0.06086427267194157,oxy_5,,16.43
wq5_ox_153,45.709375,0.06086427267194157,oxy_5,,16.43
wq5_ox_154,149.115625,0.06086427267194157,oxy_5,,16.43
wq5_ox_155,154.646875,0.06086427267194157,oxy_5,,16.43
wq5_ox_156,141.165625,0.06086427267194157,oxy_5,,16.43
wq5_ox_157,142.178125,0.06086427267194157,oxy_5,,16.43
wq5_ox_158,144.2125,0.06086427267194157,oxy_5,,16.43
wq5_ox_159,185.35,0.06086427267194157,oxy_5,,16.43
wq5_ox_160,204.721875,0.06086427267194157,oxy_5,,16.43
wq5_ox_161,257.278125,0.06086427267194157,oxy_5,,16.43
wq5_ox_162,246.79375,0.06086427267194157,oxy_5,,16.43
wq6_ox_1,304.1546875,0.06086427267194157,oxy_6,,16.43
wq6_ox_2,390.9375,0.06086427267194157,oxy_6,,16.43
wq6_ox_3,336.875,0.06086427267194157,oxy_6,,16.43
wq6_ox_4,224.925,0.06086427267194157,oxy_6,,16.43
wq6_ox_5,323.4375,0.06086427267194157,oxy_6,,16.43
wq6_ox_6,275.496875,0.06086427267194157,oxy_6,,16.43
wq6_ox_7,339.6875,0.06086427267194157,oxy_6,,16.43
wq6_ox_8,263.0596875,0.06086427267194157,oxy_6,,16.43
wq6_ox_9,287.1875,0.06086427267194157,oxy_6,,16.43
wq6_ox_10,251.7409375,0.06086427267194157,oxy_6,,16.43
wq6_ox_11,264.0625,0.06086427267194157,oxy_6,,16.43
wq6_ox_12,280.5175,0.06086427267194157,oxy_6,,16.43
wq6_ox_13,296.7359375,0.06086427267194157,oxy_6,,16.43
wq6_ox_14,310.9375,0.06086427267194157,oxy_6,,16.43
wq6_ox_15,301.4840625,0.06086427267194157,oxy_6,,16.43
wq6_ox_16,297.7621875,0.06086427267194157,oxy_6,,16.43
wq6_ox_17,289.0625,0.06086427267194157,oxy_6,,16.43
wq6_ox_18,297.970625,0.06086427267194157,oxy_6,,16.43
wq6_ox_19,291.73625,0.06086427267194157,oxy_6,,16.43
wq6_ox_20,290.9375,0.06086427267194157,oxy_6,,16.43
wq6_ox_21,293.75,0.06086427267194157,oxy_6,,16.43
wq6_ox_22,322.8125,0.06086427267194157,oxy_6,,16.43
wq6_ox_23,302.1875,0.06086427267194157,oxy_6,,16.43
wq6_ox_24,290.625,0.06086427267194157,oxy_6,,16.43
wq6_ox_25,255.0,0.06086427267194157,oxy_6,,16.43
wq6_ox_26,213.75,0.06086427267194157,oxy_6,,16.43
wq6_ox_27,197.5,0.06086427267194157,oxy_6,,16.43
wq6_ox_28,312.5,0.06086427267194157,oxy_6,,16.43
wq6_ox_29,318.75,0.06086427267194157,oxy_6,,16.43
