time,FLOW,TEMP,SALT,elevation,TRC_tr1,TRC_age,NCS_ss1,NCS_ss2,OXY_oxy,CAR_dic,CAR_pH,CAR_ch4,CAR_ch4_bub,SIL_rsi,NIT_amm,NIT_nit,PHS_frp,PHS_frp_ads,OGM_doc,OGM_poc,OGM_don,OGM_pon,OGM_dop,OGM_pop,OGM_docr,OGM_donr,OGM_dopr,OGM_cpom,PHY_cyano,PHY_cyano_IN,PHY_cyano_IP,PHY_green,PHY_green_IN,PHY_green_IP,PHY_diatom,PHY_diatom_IN,PHY_diatom_IP,BIV_filtfrac
2016-12-14,0,7.29071,0,1.5,0,0,0,0,0,101.7013,6.17,0.143,0,102.6964,0.1764,0.0455,0.0469,0.0094,19.2264,27.8783,1.0329,2.0658,0.0183,0.4262,259.5564,9.2963,0.1644,27.8783,0,0,0,0,0,0,0,0,0,0
2016-12-15,0,7.14754,0,1.5,0,0,0,0,0,101.7281,6.17,0.142,0,102.6964,0.1772,0.0452,0.0464,0.0093,19.1633,27.7868,1.0267,2.0535,0.0183,0.4264,258.7049,9.2406,0.1645,27.7868,0,0,0,0,0,0,0,0,0,0
2016-12-16,0,7.004371,0,1.5,0,0,0,0,0,101.755,6.17,0.141,0,102.6964,0.1781,0.045,0.0459,0.0092,19.1002,27.6954,1.0206,2.0411,0.0183,0.4265,257.8533,9.185,0.1645,27.6954,0,0,0,0,0,0,0,0,0,0
2016-12-17,0,6.861202,0,1.5,0,0,0,0,0,101.7818,6.17,0.14,0,102.6964,0.1789,0.0447,0.0455,0.0091,19.0372,27.6039,1.0144,2.0287,0.0183,0.4267,257.0017,9.1294,0.1646,27.6039,0,0,0,0,0,0,0,0,0,0
2016-12-18,0,6.718032,0,1.5,0,0,0,0,0,101.8086,6.17,0.139,0,102.6964,0.1797,0.0445,0.045,0.009,18.9741,27.5124,1.0082,2.0164,0.0183,0.4269,256.1502,9.0737,0.1646,27.5124,0,0,0,0,0,0,0,0,0,0
2016-12-19,0,6.574863,0,1.5,0,0,0,0,0,101.8354,6.17,0.138,0,102.6964,0.1806,0.0442,0.0445,0.0089,18.911,27.421,1.002,2.004,0.0183,0.427,255.2986,9.0181,0.1647,27.421,0,0,0,0,0,0,0,0,0,0
2016-12-20,0,6.431694,0,1.5,0,0,0,0,0,101.8622,6.17,0.137,0,102.6964,0.1814,0.044,0.044,0.0088,18.8479,27.3295,0.9958,1.9917,0.0183,0.4272,254.4471,8.9624,0.1648,27.3295,0,0,0,0,0,0,0,0,0,0
2016-12-21,0,6.288524,0,1.5,0,0,0,0,0,101.8891,6.17,0.136,0,102.6964,0.1823,0.0437,0.0436,0.0087,18.7849,27.238,0.9896,1.9793,0.0183,0.4274,253.5955,8.9068,0.1648,27.238,0,0,0,0,0,0,0,0,0,0
2016-12-22,0,6.145355,0,1.5,0,0,0,0,0,101.9159,6.17,0.135,0,102.6964,0.1831,0.0435,0.0431,0.0086,18.7218,27.1466,0.9835,1.9669,0.0183,0.4275,252.7439,8.8512,0.1649,27.1466,0,0,0,0,0,0,0,0,0,0
2016-12-23,0,6.002186,0,1.5,0,0,0,0,0,101.9427,6.17,0.134,0,102.6964,0.1839,0.0433,0.0426,0.0085,18.6587,27.0551,0.9773,1.9546,0.0183,0.4277,251.8924,8.7955,0.165,27.0551,0,0,0,0,0,0,0,0,0,0
2016-12-24,0,5.859016,0,1.5,0,0,0,0,0,101.9695,6.17,0.133,0,102.6964,0.1848,0.043,0.0421,0.0084,18.5956,26.9636,0.9711,1.9422,0.0183,0.4278,251.0408,8.7399,0.165,26.9636,0,0,0,0,0,0,0,0,0,0
2016-12-25,0,5.715847,0,1.5,0,0,0,0,0,101.9963,6.17,0.132,0,102.6964,0.1856,0.0428,0.0416,0.0083,18.5325,26.8722,0.9649,1.9298,0.0183,0.428,250.1892,8.6842,0.1651,26.8722,0,0,0,0,0,0,0,0,0,0
2016-12-26,0,5.572677,0,1.5,0,0,0,0,0,102.0232,6.17,0.131,0,102.6964,0.1865,0.0425,0.0412,0.0082,18.4695,26.7807,0.9587,1.9175,0.0184,0.4282,249.3377,8.6286,0.1652,26.7807,0,0,0,0,0,0,0,0,0,0
2016-12-27,0,5.429508,0,1.5,0,0,0,0,0,102.05,6.17,0.13,0,102.6964,0.1873,0.0423,0.0407,0.0081,18.4064,26.6892,0.9526,1.9051,0.0184,0.4283,248.4861,8.573,0.1652,26.6892,0,0,0,0,0,0,0,0,0,0
2016-12-28,0,5.286339,0,1.5,0,0,0,0,0,102.0768,6.17,0.129,0,102.6964,0.1881,0.042,0.0402,0.008,18.3433,26.5978,0.9464,1.8927,0.0184,0.4285,247.6345,8.5173,0.1653,26.5978,0,0,0,0,0,0,0,0,0,0
2016-12-29,0,5.143169,0,1.5,0,0,0,0,0,102.1036,6.17,0.128,0,102.6964,0.189,0.0418,0.0397,0.0079,18.2802,26.5063,0.9402,1.8804,0.0184,0.4287,246.783,8.4617,0.1653,26.5063,0,0,0,0,0,0,0,0,0,0
2016-12-30,0,5,0,1.5,0,0,0,0,0,102.1304,6.17,0.127,0,102.6964,0.1898,0.0415,0.0392,0.0078,18.2171,26.4149,0.934,1.868,0.0184,0.4288,245.9314,8.406,0.1654,26.4149,0,0,0,0,0,0,0,0,0,0
2016-12-31,0,5.054702,0,1.5,0,0,0,0,0,102.1573,6.17,0.126,0,102.6964,0.1907,0.0413,0.0388,0.0078,18.1541,26.3234,0.9278,1.8556,0.0184,0.429,245.0799,8.3504,0.1655,26.3234,0,0,0,0,0,0,0,0,0,0
2017-01-01,0,5.109403,0,1.5,0,0,0,0,0,102.1841,6.17,0.125,0,102.6964,0.1915,0.0411,0.0383,0.0077,18.091,26.2319,0.9216,1.8433,0.0184,0.4292,244.2283,8.2947,0.1655,26.2319,0,0,0,0,0,0,0,0,0,0
2017-01-02,0,5.164105,0,1.5,0,0,0,0,0,102.2109,6.17,0.124,0,102.6964,0.1923,0.0408,0.0378,0.0076,18.0279,26.1405,0.9155,1.8309,0.0184,0.4293,243.3767,8.2391,0.1656,26.1405,0,0,0,0,0,0,0,0,0,0
2017-01-03,0,5.218806,0,1.5,0,0,0,0,0,102.2377,6.17,0.123,0,102.6964,0.1932,0.0406,0.0373,0.0075,17.9648,26.049,0.9093,1.8185,0.0184,0.4295,242.5252,8.1835,0.1657,26.049,0,0,0,0,0,0,0,0,0,0
2017-01-04,0,5.273508,0,1.5,0,0,0,0,0,102.2645,6.17,0.122,0,102.6964,0.194,0.0403,0.0369,0.0074,17.9017,25.9575,0.9031,1.8062,0.0184,0.4296,241.6736,8.1278,0.1657,25.9575,0,0,0,0,0,0,0,0,0,0
2017-01-05,0,5.328209,0,1.5,0,0,0,0,0,102.2914,6.17,0.121,0,102.6964,0.1949,0.0401,0.0364,0.0073,17.8387,25.8661,0.8969,1.7938,0.0184,0.4298,240.822,8.0722,0.1658,25.8661,0,0,0,0,0,0,0,0,0,0
2017-01-06,0,5.382911,0,1.5,0,0,0,0,0,102.3182,6.17,0.12,0,102.6964,0.1957,0.0398,0.0359,0.0072,17.7756,25.7746,0.8907,1.7815,0.0184,0.43,239.9705,8.0165,0.1658,25.7746,0,0,0,0,0,0,0,0,0,0
2017-01-07,0,5.437612,0,1.5,0,0,0,0,0,102.345,6.17,0.119,0,102.6964,0.1965,0.0396,0.0354,0.0071,17.7125,25.6831,0.8845,1.7691,0.0184,0.4301,239.1189,7.9609,0.1659,25.6831,0,0,0,0,0,0,0,0,0,0
2017-01-08,0,5.492314,0,1.5,0,0,0,0,0,102.3718,6.17,0.118,0,102.6964,0.1974,0.0393,0.0349,0.007,17.6494,25.5917,0.8784,1.7567,0.0184,0.4303,238.2674,7.9053,0.166,25.5917,0,0,0,0,0,0,0,0,0,0
2017-01-09,0,5.547015,0,1.5,0,0,0,0,0,102.3986,6.17,0.1169,0,102.6964,0.1982,0.0391,0.0345,0.0069,17.5864,25.5002,0.8722,1.7444,0.0184,0.4305,237.4158,7.8496,0.166,25.5002,0,0,0,0,0,0,0,0,0,0
2017-01-10,0,5.601717,0,1.5,0,0,0,0,0,102.4255,6.17,0.1159,0,102.6964,0.1991,0.0389,0.034,0.0068,17.5233,25.4088,0.866,1.732,0.0185,0.4306,236.5642,7.794,0.1661,25.4088,0,0,0,0,0,0,0,0,0,0
2017-01-11,0,5.656418,0,1.5,0,0,0,0,0,102.4523,6.17,0.1149,0,102.6964,0.1999,0.0386,0.0335,0.0067,17.4602,25.3173,0.8598,1.7196,0.0185,0.4308,235.7127,7.7383,0.1662,25.3173,0,0,0,0,0,0,0,0,0,0
2017-01-12,0,5.71112,0,1.5,0,0,0,0,0,102.4791,6.17,0.1139,0,102.6964,0.2007,0.0384,0.033,0.0066,17.3971,25.2258,0.8536,1.7073,0.0185,0.431,234.8611,7.6827,0.1662,25.2258,0,0,0,0,0,0,0,0,0,0
2017-01-13,0,5.765821,0,1.5,0,0,0,0,0,102.5059,6.17,0.1129,0,102.6964,0.2016,0.0381,0.0325,0.0065,17.334,25.1344,0.8474,1.6949,0.0185,0.4311,234.0095,7.627,0.1663,25.1344,0,0,0,0,0,0,0,0,0,0
2017-01-14,0,5.820523,0,1.5,0,0,0,0,0,102.5327,6.17,0.1119,0,102.6964,0.2024,0.0379,0.0321,0.0064,17.271,25.0429,0.8413,1.6825,0.0185,0.4313,233.158,7.5714,0.1664,25.0429,0,0,0,0,0,0,0,0,0,0
2017-01-15,0,5.875224,0,1.5,0,0,0,0,0,102.5596,6.17,0.1109,0,102.6964,0.2033,0.0376,0.0316,0.0063,17.2079,24.9514,0.8351,1.6702,0.0185,0.4314,232.3064,7.5158,0.1664,24.9514,0,0,0,0,0,0,0,0,0,0
2017-01-16,0,5.929926,0,1.5,0,0,0,0,0,102.5864,6.17,0.1099,0,102.6964,0.2041,0.0374,0.0311,0.0062,17.1448,24.86,0.8289,1.6578,0.0185,0.4316,231.4548,7.4601,0.1665,24.86,0,0,0,0,0,0,0,0,0,0
2017-01-17,0,5.984627,0,1.5,0,0,0,0,0,102.6132,6.17,0.1089,0,102.6964,0.2049,0.0371,0.0306,0.0061,17.0817,24.7685,0.8227,1.6454,0.0185,0.4318,230.6033,7.4045,0.1665,24.7685,0,0,0,0,0,0,0,0,0,0
2017-01-18,0,6.039329,0,1.5,0,0,0,0,0,102.64,6.17,0.1079,0,102.6964,0.2058,0.0369,0.0302,0.006,17.0186,24.677,0.8165,1.6331,0.0185,0.4319,229.7517,7.3488,0.1666,24.677,0,0,0,0,0,0,0,0,0,0
2017-01-19,0,6.09403,0,1.5,0,0,0,0,0,102.6668,6.17,0.1069,0,102.6964,0.2066,0.0367,0.0297,0.0059,16.9556,24.5856,0.8104,1.6207,0.0185,0.4321,228.9002,7.2932,0.1667,24.5856,0,0,0,0,0,0,0,0,0,0
2017-01-20,0,6.148732,0,1.5,0,0,0,0,0,102.6937,6.17,0.1059,0,102.6964,0.2075,0.0364,0.0292,0.0058,16.8925,24.4941,0.8042,1.6083,0.0185,0.4323,228.0486,7.2376,0.1667,24.4941,0,0,0,0,0,0,0,0,0,0
2017-01-21,0,6.203433,0,1.5,0,0,0,0,0,102.7205,6.17,0.1049,0,102.6964,0.2083,0.0362,0.0287,0.0057,16.8294,24.4026,0.798,1.596,0.0185,0.4324,227.197,7.1819,0.1668,24.4026,0,0,0,0,0,0,0,0,0,0
2017-01-22,0,6.258135,0,1.5,0,0,0,0,0,102.7473,6.17,0.1039,0,102.6964,0.2091,0.0359,0.0282,0.0056,16.7663,24.3112,0.7918,1.5836,0.0185,0.4326,226.3455,7.1263,0.1669,24.3112,0,0,0,0,0,0,0,0,0,0
2017-01-23,0,6.312836,0,1.5,0,0,0,0,0,102.7741,6.17,0.1029,0,102.6964,0.21,0.0357,0.0278,0.0056,16.7033,24.2197,0.7856,1.5713,0.0185,0.4328,225.4939,7.0706,0.1669,24.2197,0,0,0,0,0,0,0,0,0,0
2017-01-24,0,6.367538,0,1.5,0,0,0,0,0,102.8009,6.17,0.1019,0,102.6964,0.2108,0.0354,0.0273,0.0055,16.6402,24.1283,0.7794,1.5589,0.0186,0.4329,224.6423,7.015,0.167,24.1283,0,0,0,0,0,0,0,0,0,0
2017-01-25,0,6.422239,0,1.5,0,0,0,0,0,102.8278,6.17,0.1009,0,102.6964,0.2117,0.0352,0.0268,0.0054,16.5771,24.0368,0.7733,1.5465,0.0186,0.4331,223.7908,6.9593,0.167,24.0368,0,0,0,0,0,0,0,0,0,0
2017-01-26,0,6.476941,0,1.5,0,0,0,0,0,102.8546,6.17,0.0999,0,102.6964,0.2125,0.0349,0.0263,0.0053,16.514,23.9453,0.7671,1.5342,0.0186,0.4332,222.9392,6.9037,0.1671,23.9453,0,0,0,0,0,0,0,0,0,0
2017-01-27,0,6.531642,0,1.5,0,0,0,0,0,102.8814,6.17,0.0989,0,102.6964,0.2133,0.0347,0.0258,0.0052,16.4509,23.8539,0.7609,1.5218,0.0186,0.4334,222.0877,6.8481,0.1672,23.8539,0,0,0,0,0,0,0,0,0,0
2017-01-28,0,6.586344,0,1.5,0,0,0,0,0,102.9082,6.17,0.0979,0,102.6964,0.2142,0.0345,0.0254,0.0051,16.3879,23.7624,0.7547,1.5094,0.0186,0.4336,221.2361,6.7924,0.1672,23.7624,0,0,0,0,0,0,0,0,0,0
2017-01-29,0,6.641045,0,1.5,0,0,0,0,0,102.935,6.17,0.0969,0,102.6964,0.215,0.0342,0.0249,0.005,16.3248,23.6709,0.7485,1.4971,0.0186,0.4337,220.3845,6.7368,0.1673,23.6709,0,0,0,0,0,0,0,0,0,0
2017-01-30,0,6.695747,0,1.5,0,0,0,0,0,102.9619,6.17,0.0959,0,102.6964,0.2159,0.034,0.0244,0.0049,16.2617,23.5795,0.7423,1.4847,0.0186,0.4339,219.533,6.6811,0.1674,23.5795,0,0,0,0,0,0,0,0,0,0
2017-01-31,0,6.750448,0,1.5,0,0,0,0,0,102.9887,6.17,0.0949,0,102.6964,0.2167,0.0337,0.0239,0.0048,16.1986,23.488,0.7362,1.4723,0.0186,0.4341,218.6814,6.6255,0.1674,23.488,0,0,0,0,0,0,0,0,0,0
2017-02-01,0,6.80515,0,1.5,0,0,0,0,0,103.0155,6.17,0.0939,0,102.6964,0.2175,0.0335,0.0235,0.0047,16.1355,23.3965,0.73,1.46,0.0186,0.4342,217.8298,6.5699,0.1675,23.3965,0,0,0,0,0,0,0,0,0,0
2017-02-02,0,6.859851,0,1.5,0,0,0,0,0,103.0423,6.17,0.0929,0,102.6964,0.2184,0.0332,0.023,0.0046,16.0725,23.3051,0.7238,1.4476,0.0186,0.4344,216.9783,6.5142,0.1676,23.3051,0,0,0,0,0,0,0,0,0,0
2017-02-03,0,6.914553,0,1.5,0,0,0,0,0,103.0691,6.17,0.0919,0,102.6964,0.2192,0.033,0.0225,0.0045,16.0094,23.2136,0.7176,1.4352,0.0186,0.4346,216.1267,6.4586,0.1676,23.2136,0,0,0,0,0,0,0,0,0,0
2017-02-04,0,6.969254,0,1.5,0,0,0,0,0,103.096,6.17,0.0909,0,102.6964,0.22,0.0327,0.022,0.0044,15.9463,23.1221,0.7114,1.4229,0.0186,0.4347,215.2751,6.4029,0.1677,23.1221,0,0,0,0,0,0,0,0,0,0
2017-02-05,0,7.023956,0,1.5,0,0,0,0,0,103.1228,6.17,0.0899,0,102.6964,0.2209,0.0325,0.0215,0.0043,15.8832,23.0307,0.7053,1.4105,0.0186,0.4349,214.4236,6.3473,0.1677,23.0307,0,0,0,0,0,0,0,0,0,0
2017-02-06,0,7.078657,0,1.5,0,0,0,0,0,103.1496,6.17,0.0889,0,102.6964,0.2217,0.0323,0.0211,0.0042,15.8201,22.9392,0.6991,1.3981,0.0186,0.435,213.572,6.2917,0.1678,22.9392,0,0,0,0,0,0,0,0,0,0
2017-02-07,0,7.133359,0,1.5,0,0,0,0,0,103.1764,6.17,0.0879,0,102.6964,0.2191,0.033,0.0231,0.0046,15.7805,22.8817,0.7012,1.4024,0.0186,0.4348,213.0368,6.3109,0.1677,22.8817,0,0,0,0,0,0,0,0,0,0
2017-02-08,0,7.18806,0,1.5,0,0,0,0,0,103.2032,6.17,0.0874,0,102.6964,0.2165,0.0338,0.0251,0.005,15.7409,22.8242,0.7034,1.4067,0.0186,0.4346,212.5015,6.3302,0.1676,22.8242,0,0,0,0,0,0,0,0,0,0
2017-02-09,0,7.242762,0,1.5,0,0,0,0,0,103.2301,6.17,0.0869,0,102.6964,0.2138,0.0346,0.0271,0.0054,15.7012,22.7667,0.7055,1.411,0.0186,0.4344,211.9662,6.3494,0.1675,22.7667,0,0,0,0,0,0,0,0,0,0
2017-02-10,0,7.297463,0,1.5,0,0,0,0,0,103.2569,6.17,0.0865,0,102.6964,0.2112,0.0353,0.0291,0.0058,15.6616,22.7093,0.7076,1.4153,0.0186,0.4342,211.431,6.3687,0.1675,22.7093,0,0,0,0,0,0,0,0,0,0
2017-02-11,0,7.352165,0,1.5,0,0,0,0,0,103.2837,6.17,0.086,0,102.6964,0.2085,0.0361,0.0311,0.0062,15.6219,22.6518,0.7098,1.4195,0.0186,0.4339,210.8957,6.388,0.1674,22.6518,0,0,0,0,0,0,0,0,0,0
2017-02-12,0,7.406866,0,1.5,0,0,0,0,0,103.3105,6.17,0.0855,0,102.6964,0.2059,0.0369,0.0331,0.0066,15.5823,22.5943,0.7119,1.4238,0.0186,0.4337,210.3604,6.4072,0.1673,22.5943,0,0,0,0,0,0,0,0,0,0
2017-02-13,0,7.461568,0,1.5,0,0,0,0,0,103.3373,6.17,0.085,0,102.6964,0.2033,0.0376,0.0351,0.007,15.5426,22.5368,0.7141,1.4281,0.0186,0.4335,209.8251,6.4265,0.1672,22.5368,0,0,0,0,0,0,0,0,0,0
2017-02-14,0,7.516269,0,1.5,0,0,0,0,0,103.3642,6.17,0.0846,0,102.6964,0.2006,0.0384,0.0371,0.0074,15.503,22.4793,0.7162,1.4324,0.0186,0.4333,209.2899,6.4457,0.1671,22.4793,0,0,0,0,0,0,0,0,0,0
2017-02-15,0,7.570971,0,1.5,0,0,0,0,0,103.391,6.17,0.0841,0,102.6964,0.198,0.0392,0.0391,0.0078,15.4633,22.4218,0.7183,1.4367,0.0186,0.4331,208.7546,6.465,0.167,22.4218,0,0,0,0,0,0,0,0,0,0
2017-02-16,0,7.625672,0,1.5,0,0,0,0,0,103.4178,6.17,0.0836,0,102.6964,0.1953,0.0399,0.0411,0.0082,15.4237,22.3643,0.7205,1.4409,0.0186,0.4328,208.2193,6.4843,0.167,22.3643,0,0,0,0,0,0,0,0,0,0
2017-02-17,0,7.680374,0,1.5,0,0,0,0,0,103.4446,6.17,0.0832,0,102.6964,0.1927,0.0407,0.0431,0.0086,15.384,22.3068,0.7226,1.4452,0.0185,0.4326,207.6841,6.5035,0.1669,22.3068,0,0,0,0,0,0,0,0,0,0
2017-02-18,0,7.735075,0,1.5,0,0,0,0,0,103.4714,6.17,0.0827,0,102.6964,0.1901,0.0415,0.0451,0.009,15.3444,22.2493,0.7248,1.4495,0.0185,0.4324,207.1488,6.5228,0.1668,22.2493,0,0,0,0,0,0,0,0,0,0
2017-02-19,0,7.789777,0,1.5,0,0,0,0,0,103.4983,6.17,0.0822,0,102.6964,0.1874,0.0422,0.0471,0.0094,15.3047,22.1918,0.7269,1.4538,0.0185,0.4322,206.6135,6.542,0.1667,22.1918,0,0,0,0,0,0,0,0,0,0
2017-02-20,0,7.844479,0,1.5,0,0,0,0,0,103.5251,6.17,0.0817,0,102.6964,0.1848,0.043,0.0491,0.0098,15.2651,22.1343,0.729,1.4581,0.0185,0.432,206.0783,6.5613,0.1666,22.1343,0,0,0,0,0,0,0,0,0,0
2017-02-21,0,7.89918,0,1.5,0,0,0,0,0,103.5519,6.17,0.0813,0,102.6964,0.1821,0.0438,0.0511,0.0102,15.2254,22.0768,0.7312,1.4623,0.0185,0.4317,205.543,6.5806,0.1665,22.0768,0,0,0,0,0,0,0,0,0,0
2017-02-22,0,7.953882,0,1.5,0,0,0,0,0,103.5787,6.17,0.0808,0,102.6964,0.1795,0.0445,0.0531,0.0106,15.1858,22.0193,0.7333,1.4666,0.0185,0.4315,205.0077,6.5998,0.1664,22.0193,0,0,0,0,0,0,0,0,0,0
2017-02-23,0,8.008583,0,1.5,0,0,0,0,0,103.6055,6.17,0.0803,0,102.6964,0.1769,0.0453,0.0552,0.011,15.1461,21.9619,0.7355,1.4709,0.0185,0.4313,204.4725,6.6191,0.1664,21.9619,0,0,0,0,0,0,0,0,0,0
2017-02-24,0,8.063285,0,1.5,0,0,0,0,0,103.6324,6.17,0.0799,0,102.6964,0.1742,0.0461,0.0572,0.0114,15.1065,21.9044,0.7376,1.4752,0.0185,0.4311,203.9372,6.6383,0.1663,21.9044,0,0,0,0,0,0,0,0,0,0
2017-02-25,0,8.117986,0,1.5,0,0,0,0,0,103.6592,6.17,0.0794,0,102.6964,0.1716,0.0469,0.0592,0.0118,15.0668,21.8469,0.7397,1.4795,0.0185,0.4309,203.4019,6.6576,0.1662,21.8469,0,0,0,0,0,0,0,0,0,0
2017-02-26,0,8.172688,0,1.5,0,0,0,0,0,103.686,6.17,0.0789,0,102.6964,0.1689,0.0476,0.0612,0.0122,15.0272,21.7894,0.7419,1.4837,0.0185,0.4306,202.8667,6.6769,0.1661,21.7894,0,0,0,0,0,0,0,0,0,0
2017-02-27,0,8.227389,0,1.5,0,0,0,0,0,103.7128,6.17,0.0784,0,102.6964,0.1663,0.0484,0.0632,0.0126,14.9875,21.7319,0.744,1.488,0.0184,0.4304,202.3314,6.6961,0.166,21.7319,0,0,0,0,0,0,0,0,0,0
2017-02-28,0,8.282091,0,1.5,0,0,0,0,0,103.7396,6.17,0.0803,0,102.6964,0.1821,0.0472,0.0624,0.0125,15.2254,22.0768,0.7483,1.4966,0.0186,0.4335,205.543,6.7349,0.1672,22.0768,0,0,0,0,0,0,0,0,0,0
2017-03-01,0,8.336792,0,1.5,0,0,0,0,0,103.7665,6.17,0.0821,0,102.6964,0.198,0.0461,0.0617,0.0123,15.4633,22.4218,0.7526,1.5052,0.0187,0.4366,208.7546,6.7736,0.1684,22.4218,0,0,0,0,0,0,0,0,0,0
2017-03-02,0,8.391494,0,1.5,0,0,0,0,0,103.7933,6.17,0.0839,0,102.6964,0.2138,0.0449,0.0609,0.0122,15.7012,22.7667,0.7569,1.5138,0.0188,0.4398,211.9662,6.8123,0.1696,22.7667,0,0,0,0,0,0,0,0,0,0
2017-03-03,0,8.446195,0,1.5,0,0,0,0,0,103.8201,6.17,0.0857,0,102.6964,0.2296,0.0438,0.0602,0.012,15.9391,23.1117,0.7612,1.5225,0.019,0.4429,215.1778,6.8511,0.1708,23.1117,0,0,0,0,0,0,0,0,0,0
2017-03-04,0,8.500897,0,1.5,0,0,0,0,0,103.8469,6.17,0.0875,0,102.6964,0.2455,0.0426,0.0594,0.0119,16.177,23.4566,0.7655,1.5311,0.0191,0.446,218.3894,6.8898,0.172,23.4566,0,0,0,0,0,0,0,0,0,0
2017-03-05,0,8.555598,0,1.5,0,0,0,0,0,103.8737,6.17,0.0894,0,102.6964,0.2613,0.0415,0.0587,0.0117,16.4149,23.8016,0.7698,1.5397,0.0192,0.4491,221.601,6.9285,0.1732,23.8016,0,0,0,0,0,0,0,0,0,0
2017-03-06,0,8.6103,0,1.5,0,0,0,0,0,103.9006,6.17,0.0912,0,102.6964,0.2772,0.0403,0.0579,0.0116,16.6528,24.1465,0.7741,1.5483,0.0194,0.4522,224.8127,6.9672,0.1744,24.1465,0,0,0,0,0,0,0,0,0,0
2017-03-07,0,8.665001,0,1.5,0,0,0,0,0,103.9274,6.17,0.093,0,102.6964,0.293,0.0392,0.0572,0.0114,16.8907,24.4915,0.7784,1.5569,0.0195,0.4553,228.0243,7.006,0.1756,24.4915,0,0,0,0,0,0,0,0,0,0
2017-03-08,0,8.719703,0,1.5,0,0,0,0,0,103.9542,6.17,0.0948,0,102.6964,0.3088,0.038,0.0564,0.0113,17.1286,24.8364,0.7827,1.5655,0.0196,0.4584,231.2359,7.0447,0.1768,24.8364,0,0,0,0,0,0,0,0,0,0
2017-03-09,0,8.774404,0,1.5,0,0,0,0,0,103.981,6.17,0.0966,0,102.6964,0.3247,0.0369,0.0557,0.0111,17.3665,25.1814,0.787,1.5741,0.0198,0.4615,234.4475,7.0834,0.178,25.1814,0,0,0,0,0,0,0,0,0,0
2017-03-10,0,8.829106,0,1.5,0,0,0,0,0,104.0078,6.17,0.0985,0,102.6964,0.3405,0.0357,0.0549,0.011,17.6044,25.5263,0.7914,1.5827,0.0199,0.4646,237.6591,7.1222,0.1792,25.5263,0,0,0,0,0,0,0,0,0,0
2017-03-11,0,8.883807,0,1.5,0,0,0,0,0,104.0347,6.17,0.1003,0,102.6964,0.3564,0.0346,0.0542,0.0108,17.8423,25.8713,0.7957,1.5913,0.02,0.4677,240.8707,7.1609,0.1804,25.8713,0,0,0,0,0,0,0,0,0,0
2017-03-12,0,8.938509,0,1.5,0,0,0,0,0,104.0615,6.17,0.1021,0,102.6964,0.3722,0.0334,0.0534,0.0107,18.0802,26.2162,0.8,1.5999,0.0202,0.4709,244.0823,7.1996,0.1816,26.2162,0,0,0,0,0,0,0,0,0,0
2017-03-13,0,8.90116,0,1.5,0,0,0,0,0,104.0883,6.17,0.1039,0,102.6964,0.388,0.0323,0.0526,0.0105,18.3181,26.5612,0.8043,1.6085,0.0203,0.474,247.2939,7.2384,0.1828,26.5612,0,0,0,0,0,0,0,0,0,0
2017-03-14,0,8.863811,0,1.5,0,0,0,0,0,104.1151,6.17,0.1045,0,102.6964,0.4078,0.0334,0.0572,0.0114,18.3775,26.6474,0.7991,1.5982,0.0198,0.4619,248.0968,7.192,0.1782,26.6474,0,0,0,0,0,0,0,0,0,0
2017-03-15,0,8.826463,0,1.5,0,0,0,0,0,104.1419,6.17,0.1052,0,102.6964,0.4276,0.0346,0.0617,0.0123,18.437,26.7337,0.794,1.5879,0.0193,0.4499,248.8997,7.1457,0.1735,26.7337,0,0,0,0,0,0,0,0,0,0
2017-03-16,0,8.789114,0,1.5,0,0,0,0,0,104.1688,6.17,0.1058,0,102.6964,0.4474,0.0357,0.0662,0.0132,18.4965,26.8199,0.7888,1.5776,0.0188,0.4378,249.7026,7.0994,0.1689,26.8199,0,0,0,0,0,0,0,0,0,0
2017-03-17,0,8.751765,0,1.5,0,0,0,0,0,104.1956,6.17,0.1064,0,102.6964,0.4672,0.0369,0.0707,0.0141,18.556,26.9061,0.7837,1.5673,0.0182,0.4258,250.5055,7.0531,0.1642,26.9061,0,0,0,0,0,0,0,0,0,0
2017-03-18,0,8.714417,0,1.5,0,0,0,0,0,104.2224,6.17,0.1071,0,102.6964,0.487,0.038,0.0752,0.015,18.6154,26.9924,0.7785,1.5571,0.0177,0.4138,251.3084,7.0067,0.1596,26.9924,0,0,0,0,0,0,0,0,0,0
2017-03-19,0,8.677068,0,1.5,0,0,0,0,0,104.2492,6.17,0.1077,0,102.6964,0.5068,0.0392,0.0797,0.0159,18.6749,27.0786,0.7734,1.5468,0.0172,0.4017,252.1113,6.9604,0.155,27.0786,0,0,0,0,0,0,0,0,0,0
2017-03-20,0,8.639719,0,1.5,0,0,0,0,0,104.276,6.17,0.1083,0,102.6964,0.5266,0.0403,0.0842,0.0168,18.7344,27.1649,0.7682,1.5365,0.0167,0.3897,252.9142,6.9141,0.1503,27.1649,0,0,0,0,0,0,0,0,0,0
2017-03-21,0,8.602371,0,1.5,0,0,0,0,0,104.3029,6.17,0.1089,0,102.6964,0.5464,0.0415,0.0887,0.0177,18.7939,27.2511,0.7631,1.5262,0.0162,0.3777,253.7171,6.8678,0.1457,27.2511,0,0,0,0,0,0,0,0,0,0
