"x"
8.175203
5.300326
6.209609
6.734847
7.284333
7.31011
7.474265
7.503388
7.927179
8.333179
8.391694
8.536793
8.660179
8.700385
8.75796
8.93354
8.980574
9.139859
9.315994
9.399826
9.581275
9.623461
9.720736
9.976809
10.123497
10.327637
10.684204
11.027888
11.497107
11.675368
11.793934
11.930389
12.159833
12.404472
12.678358
12.946681
13.233476
13.501987
13.739038
13.932213
14.088167
14.195039
14.355851
11.977613
4.639291
4.973382
6.018715
6.312871
6.79018
6.936695
7.428775
7.721435
7.90261
8.124442
8.301862
8.45818
8.608755
8.963677
9.03722
9.06798
9.247932
9.429062
9.654102
9.766251
9.98264
10.141063
10.312195
10.409766
10.585947
10.714044
10.878124
11.157551
11.262367
11.419801
11.534956
11.690525
11.705251
11.708667
11.741368
11.759475
11.825751
11.848414
11.886419
11.951825
12.0279
12.09232
12.239672
12.322427
12.376038
12.405929
12.478409
12.533468
12.564654
12.610397
12.620799
12.617186
12.594229
12.580349
12.569336
12.57179
10.996729
11.057196
10.785124
7.699487
5.200642
5.520658
6.674058
7.81917
8.005045
8.263965
8.522345
8.786356
9.030192
9.299146
9.525607
9.851495
9.860856
9.916678
9.996429
10.116942
10.185105
10.35299
10.882284
11.064101
11.17353
11.255977
11.308339
11.392548
11.558656
11.804008
11.919299
11.976743
12.178505
12.19824
12.261066
12.34157
12.943504
12.90379
12.809798
12.76236
12.748129
12.690402
11.763811
11.83027
11.660881
11.681833
11.793304
9.716268
6.561836
5.305478
